title,epi,page,tb,words,,,,,,,,,,,,,,,,,,,,,,
EJ09,1,1,0,everyone,believes,that,,,,,,,,,,,,,,,,,,,,
EJ09,1,1,1,falling,for,someone.--,,,,,,,,,,,,,,,,,,,,
EJ09,1,1,10,#NAME?,must,not,become,the,loser,,,,,,,,,,,,,,,,,
EJ09,1,1,11,love,war,,,,,,,,,,,,,,,,,,,,,
EJ09,1,1,2,confessing,your,love,,,,,,,,,,,,,,,,,,,,
EJ09,1,1,3,#NAME?,becoming,a,couple,is,the,most,wonderful,thing,in,the,world,,,,,,,,,,,
EJ09,1,1,4,in,every,xc2xa9,couple,there,is,an,imbalance,of,power,|,,,,,,,,,,,,
EJ09,1,1,5,but,theyre,wrong,,,,,,,,,,,,,,,,,,,,
EJ09,1,1,6,the,exploiter,anp,the,exploited,,,,,,,,,,,,,,,,,,
EJ09,1,1,7,the,giver,and,the,taker,,,,,,,,,,,,,,,,,,
EJ09,1,1,8,the,winner,anp,the,loser,,,,,,,,,,,,,,,,,,
EJ09,1,1,9,if,you,want,to,maintain,your,dominance,,,,,,,,,,,,,,,,
EJ09,1,2,0,etsi,tunel,2,kel),invite)meltojamovie,,,,,,,,,,,,,,,,,,
EJ09,1,2,1,story,&,art,by,aka,akasaka,,,,,,,,,,,,,,,,,
EJ09,1,2,2,,,,,,,,,,,,,,,,,,,,,,,
EJ09,1,2,3,,,,,,,,,,,,,,,,,,,,,,,
EJ09,1,3,0,shuchiin,academy,,,,,,,,,,,,,,,,,,,,,
EJ09,1,3,1,establighed,many,years,ago,to,serve,the,noble,and,warrior,classes,,,,,,,,,,,,
EJ09,1,3,2,#NAME?,prestigious,educational,institution,has,an,august,reputation,,,,,,,,,,,,,,,
EJ09,1,3,3,the,future,leaders,of,the,country,attend,this,school,,,,,,,,,,,,,,
EJ09,1,3,4,#NAME?,children,of,the,rich,and,,,,,,,,,,,,,,,,,
EJ09,1,3,5,famous.even,now,after,the,abolishment,of,the,class,system,,,,,,,,,,,,,,
EJ09,1,3,6,ge,rents,suchas,these,only,be,led,by...7,,,,,,,,,,,,,,,
EJ09,1,3,7,hey,everybopdy,,,,,,,,,,,,,,,,,,,,,
EJ09,1,3,8,look,,,,,,,,,,,,,,,,,,,,,,
EJ09,1,3,9,thertruly,5,extraordinary,,,,,,,,,,,,,,,,,,,,
EJ09,1,4,0,it's,the,student,council,,,,,,,,,,,,,,,,,,,
EJ09,1,4,1,shucniin,academy,vice,president,,,,,,,,,,,,,,,,,,,
EJ09,1,4,10,ghe,ip,literally,a,wellbred,lad,,,,,,,,,,,,,,,,,
EJ09,1,4,11,much,like,her,extraor,dinary,ancestors.--,,,,,,,,,,,,,,,,,
EJ09,1,4,12,#NAME?,demonstrates,brilliance,across,the,visual,musical,and,martial,arts,,,,,,,,,,,,,
EJ09,1,4,13,a,TRUE,genius,perfectly,describes,,,,,,,,,,,,,,,,,,
EJ09,1,4,14,shuchiin,academy,president,,,,,,,,,,,,,,,,,,,,
EJ09,1,4,15,miyuki,shirogane,,,,,,,,,,,,,,,,,,,,,
EJ09,1,4,16,#NAME?,shinomiya,,,,,,,,,,,,,,,,,,,,,
EJ09,1,4,17,anp,at,her,side,|s,,,,,,,,,,,,,,,,,,
EJ09,1,4,18,strong,and,silent,brilliant,and,wise,,,,,,,,,,,,,,,,,
EJ09,1,4,19,number,one,in,the,academy's,practice,exams,,,,,,,,,,,,,,,,
EJ09,1,4,2,kaguya,shinomiya,,,,,,,,,,,,,,,,,,,,,
EJ09,1,4,20,competes,neck,and,neck,with,the,top,students,across,the,country,,,,,,,,,,,,
EJ09,1,4,21,fl,inal,bam,top,scores,,,,,,,,,,,,,,,,,,
EJ09,1,4,3,total,assets,xc2xa5200,trillion,,,,,,,,,,,,,,,,,,,
EJ09,1,4,4,railroads,,,,,,,,,,,,,,,,,,,,,,
EJ09,1,4,5,banks,,,,,,,,,,,,,,,,,,,,,,
EJ09,1,4,6,automotive,industry,,,,,,,,,,,,,,,,,,,,,
EJ09,1,4,7,with,well,over,1,0,subsidiaries.-,,,,,,,,,,,,,,,,,
EJ09,1,4,8,#NAME?,shinomiya,group,is,one,of,the,four,great,japanese,business,conglomerates,,,,,,,,,,,
EJ09,1,4,9,born,to,the,son,of,ganan,shinomiya,leader,of,the,conglomerate,the,head,of,the,clan,,,,,,,
EJ09,1,5,0,and,,,,,,,,,,,,,,,,,,,,,,
EJ09,1,5,1,contrast,to,multitalented,,,,,,,,,,,,,,,,,,,,
EJ09,1,5,10,kaguya..,,,,,,,,,,,,,,,,,,,,,,
EJ09,1,5,11,never,,,,,,,,,,,,,,,,,,,,,,
EJ09,1,5,12,would,be,presumptuous,to,even,get,close,to,them,,,,,,,,,,,,,,
EJ09,1,5,13,no,way,,,,,,,,,,,,,,,,,,,,,
EJ09,1,5,14,it,appears,,,,,,,,,,,,,,,,,,,,,
EJ09,1,5,15,there,is,speculation,,,,,,,,,,,,,,,,,,,,
EJ09,1,5,16,#NAME?,to,whether,we,are,a,couple,,,,,,,,,,,,,,,,
EJ09,1,5,17,you,think,s02,,,,,,,,,,,,,,,,,,,,
EJ09,1,5,18,,,,,,,,,,,,,,,,,,,,,,,
EJ09,1,5,19,we,are,at,that,age,,,,,,,,,,,,,,,,,,
EJ09,1,5,2,#NAME?,earns,the,respect,and,awe,of,his,classmates,for,his,singular,focus,on,his,studies,,,,,,,
EJ09,1,5,20,best,to,just,ignore,it,,,,,,,,,,,,,,,,,,
EJ09,1,5,21,i,know,little,of,such,matters,,,,,,,,,,,,,,,,,
EJ09,1,5,22,but,,,,,,,,,,,,,,,,,,,,,,
EJ09,1,5,23,#NAME?,ally,,,,,,,,,,,,,,,,,,,,,
EJ09,1,5,24,how,,,,,,,,,,,,,,,,,,,,,,
EJ09,1,5,25,foolishromantic,gossif,,,,,,,,,,,,,,,,,,,,,
EJ09,1,5,26,30,they,think,kaguya,and,i,are,datingz,,,,,,,,,,,,,,,
EJ09,1,5,27,hmnph,,,,,,,,,,,,,,,,,,,,,,
EJ09,1,5,3,they,really,are,the,ideal,couple,aren't,they,,,,,,,,,,,,,,,
EJ09,1,5,4,,,,,,,,,,,,,,,,,,,,,,,
EJ09,1,5,5,yeah,they're,so,perfect,,,,,,,,,,,,,,,,,,,
EJ09,1,5,6,,,,,,,,,,,,,,,,,,,,,,,
EJ09,1,5,7,he,dons,the,presidents,pluire-gold,fourragere,on,his,neck,anp,with,it,the,weight,of,200,years,of,shluchiin,history,,,
EJ09,1,5,8,do,you,think,they're,dating2,,,,,,,,,,,,,,,,,,
EJ09,1,5,9,maybe,one,of,us,should,ask,them,,,,,,,,,,,,,,,,
EJ09,1,6,0,weak,shinomiya,begged,me,to,date,,,,,,,,,,,,,,,,,
EJ09,1,6,1,her.posh,not,like,i,wouldn't,a,ep,it,,,,,,,,,,,,,,,
EJ09,1,6,10,the,shinomiya,family,is,the,heart,of,this,nation,,,,,,,,,,,,,,
EJ09,1,6,11,how,could,one,imagine,that,i,would,<xc2xa2,date,a,commoner,,,,,,,,,,,,
EJ09,1,6,12,if,he,got,down,on,one,knee,and,offered,himself,to,me,body,and,,,,,,,,,
EJ09,1,6,13,soulxe2x80x98course,txwould,have,to,mold,oe,worn,4,wort,hh,,,,,,,,,,,,,
EJ09,1,6,14,they,wentz,onilike,this,=,,,,,,,,,,,,,,,,,,
EJ09,1,6,15,it's,only.a,matter,of,time,isnt:atz,,,,,,,,,,,,,,,,,
EJ09,1,6,16,eh,shirogan,ef,siro,ran,vep,,,,,,,,,,,,,,,,,
EJ09,1,6,17,not=that,this,comes,as,a,surprise,izzmean,what,man,wouldn't,fall,despera,tely,horelessly,in,love,withmne2,,,,,,
EJ09,1,6,2,hen,heh,heh,,,,,,,,,,,,,,,,,,,,
EJ09,1,6,3,obviously,she,must,be,interested,,,,,,,,,,,,,,,,,,
EJ09,1,6,4,i's,only,a,matter,of,time,,,,,,,,,,,,,,,,,
EJ09,1,6,5,heh,let,your,aristocratic,mask,crumble,,,,,,,,,,,,,,,,,
EJ09,1,6,6,come,to,me,with,blughing,entreaty,,,,,,,,,,,,,,,,,
EJ09,1,6,7,,,,,,,,,,,,,,,,,,,,,,,
EJ09,1,6,8,how,vulgar,,,,,,,,,,,,,,,,,,,,,
EJ09,1,6,9,who,do,they,think,i,am2,,,,,,,,,,,,,,,,,
EJ09,1,7,0,,,,,,,,,,,,,,,,,,,,,,,
EJ09,1,7,1,#NAME?,half,a,year,,,,,,,,,,,,,,,,,,,
EJ09,1,7,10,weal,wt,have,to,force,hiw/,her,to,profess,hig/her,love,to,me!xe2x80x9d,,,,,,,,,,
EJ09,1,7,11,in,the,student,council,chambers,two,exceptional,teenage,minds,wage,a,high-level,war,,,,,,,,,,
EJ09,1,7,12,eae,yel,the,council,secretary,chika,futiwara,is,clueless,,,,,,,,,,,,,,
EJ09,1,7,13,,,,,,,,,,,,,,,,,,,,,,,
EJ09,1,7,14,ooh,,,,,,,,,,,,,,,,,,,,,,
EJ09,1,7,15,|,tive,been,|,meaning,to,tell,you,|,,,,,,,,,,,,,,
EJ09,1,7,16,i,brought,se,them,in,case,somebody,else,wants,to,go,in,my,the,place,movie,|s,showing,through,this,weekend,,
EJ09,1,7,17,but,my,family,won't,let,me,watch,movies,like,that,,,,,,,,,,,,,
EJ09,1,7,18,,,,,,,,,,,,,,,,,,,,,,,
EJ09,1,7,19,iwona,pair,of,movie,tickets,ina,contest,,,,,,,,,,,,,,,,
EJ09,1,7,2,anp,in,all,that,time,,,,,,,,,,,,,,,,,,
EJ09,1,7,20,,,,,,,,,,,,,,,,,,,,,,,
EJ09,1,7,21,note,super,cheap,,,,,,,,,,,,,,,,,,,,
EJ09,1,7,22,,,,,,,,,,,,,,,,,,,,,,,
EJ09,1,7,23,as,it,happens,i'm,free,this,weekendwhich,is,rare,,,,,,,,,,,,,,
EJ09,1,7,24,fhinomiya,should,we...2,,,,,,,,,,,,,,,,,,,,
EJ09,1,7,25,tee,hee,,,,,,,,,,,,,,,,,,,,,
EJ09,1,7,26,you,know,they,say,,,,,,,,,,,,,,,,,,,
EJ09,1,7,3,nothing,happened,,,,,,,,,,,,,,,,,,,,,
EJ09,1,7,4,',oh,my,sister,used,to,climb,into,the,fountain,all,the,time,because,it,was,hot,and,then,she'd,catch,a,chill
EJ09,1,7,5,the,truth,is,nothing,good,comes,from,acting,on,your,impulses,,,,,,,,,,,,
EJ09,1,7,6,#NAME?,the,fountain,in,the,garden,a,snail,hiding,deep,inside,the,sculpture,of,the,apples,and,cherries,,,,,
EJ09,1,7,7,today,i,noticed,,,,,,,,,,,,,,,,,,,,
EJ09,1,7,8,without,any,actual,progress,their,thinking,shifted,from,,,,,,,,,,,,,,,
EJ09,1,7,9,guess,i'd,be,willing,to,go,out,with,hin,her,if,that's,what,he/,she,really,wantsxe2x80x9d,xc2xbb,,,,,
EJ09,1,8,0,#NAME?,a,boy,and,girl,see,this,movie,together,they'll,end,up,asa,couple,,,,,,,,,
EJ09,1,8,1,whwhat,2,,,,,,,,,,,,,,,,,,,,,
EJ09,1,8,10,did,you,actually,just,invite,me,,,,,,,,,,,,,,,,,
EJ09,1,8,11,is,almost,as,,,,,,,,,,,,,,,,,,,,
EJ09,1,8,12,|f..ina,relationship,the,one,who,falls,in,love,first,is,the,loser,that's,an,absolute,j,rule,,,,,,
EJ09,1,8,13,more,specifically,the,one,who,confesses,their,love,first,is,the,loser,,,,,,,,,,,
EJ09,1,8,14,for,this,prideful,pair,,,,,,,,,,,,,,,,,,,
EJ09,1,8,15,wo,confess,first,is,out,of,the,question,,,,,,,,,,,,,,,
EJ09,1,8,16,what,do,ido,now7z,,,,,,,,,,,,,,,,,,,
EJ09,1,8,17,it's,0,7,obvious,but,my,only,chance,is,to,play,it,off,like,i,don't,care,,,,,,
EJ09,1,8,18,,,,,,,,,,,,,,,,,,,,,,,
EJ09,1,8,19,how,cute,,,,,,,,,,,,,,,,,,,,,
EJ09,1,8,2,what,was,that,,,,,,,,,,,,,,,,,,,,
EJ09,1,8,20,even,the,*,student,council,president,gets,flustered,some,times,&,,,,,,,,,,,,
EJ09,1,8,21,oh,my.,,,,,,,,,,,,,,,,,,,,,
EJ09,1,8,22,example,,,,,,,,,,,,,,,,,,,,,,
EJ09,1,8,23,m-maybe,we,should,tust,take,the,tickets,to,a,scalper,,,,,,,,,,,,,
EJ09,1,8,3,shirogane,,,,,,,,,,,,,,,,,,,,,,
EJ09,1,8,4,did,you,just,invite,me...2,,,,,,,,,,,,,,,,,,
EJ09,1,8,5,youve,just,confessed,you're,in,love,with,me,,,,,,,,,,,,,,,
EJ09,1,8,6,aa,nl,or,ad,ment,for,shirogane,,,,,,,,,,,,,,,,
EJ09,1,8,7,well,,,,,,,,,,,,,,,,,,,,,,
EJ09,1,8,8,where,we,would,end,up,asa,couple,,,,,,,,,,,,,,,,
EJ09,1,8,9,#NAME?,movie,,,,,,,,,,,,,,,,,,,,,
EJ09,1,9,0,i,wont,let,it,happen,,,,,,,,,,,,,,,,,,
EJ09,1,9,1,|,theres,nowhere,for,me,to,escape,,,,,,,,,,,,,,,,
EJ09,1,9,10,for,shinomiya,this,is,an,easy,problem,,,,,,,,,,,,,,,,
EJ09,1,9,11,#NAME?,an,ordinary,mortal,would,be,stumped,for,quite,some,time,,,,,,,,,,,,
EJ09,1,9,12,#NAME?,that,would,negate,all,my,effort,up,to,this,point,,,,,,,,,,,,
EJ09,1,9,13,of,course,i,could,simply,turn,down,the,,,,,,,,,,,,,,,
EJ09,1,9,14,invitation..yowre,making,a,clear,invitation,but,leaving,the,decision,tome,,,,,,,,,,,,,
EJ09,1,9,15,30,youre,turning,the,tables,are,you,,,,,,,,,,,,,,,,
EJ09,1,9,16,well,played,,,,,,,,,,,,,,,,,,,,,
EJ09,1,9,17,my,effort,,,,,,,,,,,,,,,,,,,,,
EJ09,1,9,2,it,will,be,you,who,rlns,away,,,,,,,,,,,,,,,,
EJ09,1,9,3,that's,right,i,invited,you,,,,,,,,,,,,,,,,,,
EJ09,1,9,4,i,don't,believe,in,such,legends,,,,,,,,,,,,,,,,,
EJ09,1,9,5,but,it,sounds,like,you,do,,,,,,,,,,,,,,,,,
EJ09,1,9,6,cm,,,,,,,,,,,,,,,,,,,,,,
EJ09,1,9,7,so,what,are,you,going,to,po,,,,,,,,,,,,,,,,
EJ09,1,9,8,bo,you,want,to,go,to,this,mowe,with,me,,,,,,,,,,,,,
EJ09,1,9,9,the,ball,is,in,your,,,,,,,,,,,,,,,,,,
EJ09,1,10,0,court.,,,,,,,,,,,,,,,,,,,,,,
EJ09,1,10,1,ae,it,ff,,,,,,,,,,,,,,,,,,,,
EJ09,1,10,10,~q~,sr,,,,,,,,,,,,,,,,,,,,,
EJ09,1,10,11,wlp,&,were,to,go,t,would,hope,for,amore,romantic,invitation,,,,,,,,,,,
EJ09,1,10,12,aa,jaa,weapon,playing,innocent,,,,,,,,,,,,,,,,,,
EJ09,1,10,13,a,legendary,daniel,wee,technique,fassed,down,through,the,shinomiya,al,ament,generations,,,,,,,,,,
EJ09,1,10,14,the,calculated,expression,and,voice,,,,,,,,,,,,,,,,,,
EJ09,1,10,15,the,ast,to,tug,ale,heartstrings,of,the,gods,,,,,,,,,,,,,,
EJ09,1,10,16,#NAME?,its,messing,with,shirogane's,mind,,,,,,,,,,,,,,,,,
EJ09,1,10,2,,,,,,,,,,,,,,,,,,,,,,,
EJ09,1,10,3,shirogane,|s,surprisingly,insecure,,,,,,,,,,,,,,,,,,,
EJ09,1,10,4,if,it,turn,down,this,invitation,he,might,never,ask,me,to,a,movie,,,,,,,,,
EJ09,1,10,5,again.i,cant,let,that,happen,,,,,,,,,,,,,,,,,,
EJ09,1,10,6,zz,won't,be,forced,into,making,a,decision,,,,,,,,,,,,,,,
EJ09,1,10,7,but,there's,no,way,our,,,,,,,,,,,,,,,,,,
EJ09,1,10,8,well,,,,,,,,,,,,,,,,,,,,,,
EJ09,1,10,9,since,i,can't,help,but,believe,in,legends,like,,,,,,,,,,,,,,
EJ09,1,11,0,thatis,,,,,,,,,,,,,,,,,,,,,,
EJ09,1,11,1,it.his,obstinate,pride,digsolves,,,,,,,,,,,,,,,,,,,
EJ09,1,11,10,i've,reached,an,age,where,i,would,like,to,experience,romance,,,,,,,,,,,,
EJ09,1,11,11,the,battle,of,their,minds,is,building,like,a,chess,problem,now,,,,,,,,,,,
EJ09,1,11,12,shinomiya,has,him,cornered,,,,,,,,,,,,,,,,,,,
EJ09,1,11,13,#NAME?,shirogane,searches,fora,comeback,,,,,,,,,,,,,,,,,,
EJ09,1,11,14,their,minds,race,towards,checkmate,,,,,,,,,,,,,,,,,,
EJ09,1,11,15,the,winner,will,be,the,one,who,completes,their,strategy,first,,,,,,,,,,,,
EJ09,1,11,16,---l've,also,got,tickets,to,mr,birdson,of,,,,,,,,,,,,,,,
EJ09,1,11,17,birdville,,,,,,,,,,,,,,,,,,,,,,
EJ09,1,11,18,#NAME?,you,guys,don't,want,to,watch,a,romantic,,,,,,,,,,,,,,
EJ09,1,11,2,moviewelihe,man's,job,to,declare,his,feelings,,,,,,,,,,,,,,,,
EJ09,1,11,3,',and,as,thoughts,like,this,crop,up,,,,,,,,,,,,,,,
EJ09,1,11,4,an,resolve,wavers,,,,,,,,,,,,,,,,,,,,
EJ09,1,11,5,shinomiya,sees,her,opening,,,,,,,,,,,,,,,,,,,
EJ09,1,11,6,#NAME?,attacks,,,,,,,,,,,,,,,,,,,,,
EJ09,1,11,7,curxc3xa9sy,,,,,,,,,,,,,,,,,,,,,,
EJ09,1,11,8,curxc3xa9sy,,,,,,,,,,,,,,,,,,,,,,
EJ09,1,11,9,xe2x80x98chresy,,,,,,,,,,,,,,,,,,,,,,
EJ09,1,12,0,chaos,theory,,,,,,,,,,,,,,,,,,,,,
EJ09,1,12,1,secretary,fugiwara's,casual,suggestion.--,,,,,,,,,,,,,,,,,,,
EJ09,1,12,10,their,brains,need,more,,,,,,,,,,,,,,,,,,,
EJ09,1,12,11,fuelanp,the,sole,source,of,glucose,in,the,student,council,chambers,is,a,single,sweet,bun,,,,,,,
EJ09,1,12,12,meaning,,,,,,,,,,,,,,,,,,,,,,
EJ09,1,12,13,#NAME?,one,who,nabs,it,first,will,be,the,,,,,,,,,,,,,,
EJ09,1,12,2,victor.---bent,their,nearly,completed,strategies,into,disarray,,,,,,,,,,,,,,,,
EJ09,1,12,3,like,the,big,bang,,,,,,,,,,,,,,,,,,,
EJ09,1,12,4,#NAME?,single,event,exponentially,increases,the,possible,outcomes,,,,,,,,,,,,,,,
EJ09,1,12,5,processing,this,sudden,influx,of,options,,,,,,,,,,,,,,,,,
EJ09,1,12,6,#NAME?,overtaxed,their,brain,capacixe2x84xa2,,,,,,,,,,,,,,,,,,
EJ09,1,12,7,,,,,,,,,,,,,,,,,,,,,,,
EJ09,1,12,8,uumsal,everything,all,ae,,,,,,,,,,,,,,,,,,,
EJ09,1,12,9,as,a,consequence,,,,,,,,,,,,,,,,,,,,
EJ09,1,13,0,,,,,,,,,,,,,,,,,,,,,,,
EJ09,1,13,1,oh,,,,,,,,,,,,,,,,,,,,,,
EJ09,1,13,10,,,,,,,,,,,,,,,,,,,,,,,
EJ09,1,13,11,today's,battle,result,,,,,,,,,,,,,,,,,,,,
EJ09,1,13,2,afternoon,classes,are,about,to,begin,,,,,,,,,,,,,,,,,
EJ09,1,13,3,,,,,,,,,,,,,,,,,,,,,,,
EJ09,1,13,4,,,,,,,,,,,,,,,,,,,,,,,
EJ09,1,13,5,,,,,,,,,,,,,,,,,,,,,,,
EJ09,1,13,6,,,,,,,,,,,,,,,,,,,,,,,
EJ09,1,13,7,to,be,continued,after,school,,,,,,,,,,,,,,,,,,
EJ09,1,13,8,nnch,,,,,,,,,,,,,,,,,,,,,,
EJ09,1,13,9,,,,,,,,,,,,,,,,,,,,,,,
